game_key,app_id,title,genre,genre_count_observed,genre_weight_observed,source_rank,attributed_revenue_base,inclusive_revenue_base,commercial_success_flag,source_url,observed_price_usd,owners_range_observed,score_percent_observed,owners_midpoint
933241e31f38,,Cobalt Core,Strategy,2,0.5,3,899549.9999999999,1799099.9999999998,1,https://steamspy.com/genre/Strategy,19.99,"100,000 .. 200,000",0.94,150000
eb4f6d95d13b,,Divinity: Original Sin - Enhanced Edition,Strategy,4,0.25,4,8997750,35991000,1,https://steamspy.com/genre/Strategy,39.99,"1,000,000 .. 2,000,000",0.94,1500000
4448a0478da5,,Company of Heroes - Legacy Edition,Strategy,2,0.5,5,38839500,77679000,1,https://steamspy.com/genre/Strategy,36.99,"2,000,000 .. 5,000,000",0.93,3500000
9d6f08a979a3,,Divinity: Original Sin 2 - Definitive Edition,Strategy,2,0.5,8,134970,269940,0,https://steamspy.com/genre/Strategy,44.99,"0 .. 20,000",0.93,10000
b1165a838c4e,,Out of the Park Baseball 17,Strategy,4,0.25,9,0,,,https://steamspy.com/genre/Strategy,,"50,000 .. 100,000",0.92,75000
5f2c754f573b,,Galactic Civilizations II: Ultimate Edition,Strategy,2,0.5,10,2247750,4495500,1,https://steamspy.com/genre/Strategy,9.99,"500,000 .. 1,000,000",0.92,750000
559989f38173,,Blue Prince,Strategy,3,0.3333333333333333,11,1259299.9999999998,3777899.9999999995,1,https://steamspy.com/genre/Strategy,17.99,"200,000 .. 500,000",0.92,350000
9603c1057ab5,,Rome: Total War Collection,Strategy,1,1,12,0,,,https://steamspy.com/genre/Strategy,,"1,000,000 .. 2,000,000",0.92,1500000
2c373b6b0af8,,Tumblestone,Strategy,2,0.5,13,280800,561600,0,https://steamspy.com/genre/Strategy,6.24,"100,000 .. 200,000",0.91,150000
80f6c2cf3190,,UFO 50,Strategy,4,0.25,14,562274.9999999999,2249099.9999999995,1,https://steamspy.com/genre/Strategy,24.99,"100,000 .. 200,000",0.91,150000
90f9c505c334,,Caves of Qud,Strategy,4,0.25,15,1574475,6297900,1,https://steamspy.com/genre/Strategy,29.99,"200,000 .. 500,000",0.91,350000
2e31c0394006,,Sid Meier's Civilization III Complete,Strategy,1,1,21,891000,891000,0,https://steamspy.com/genre/Strategy,0.99,"1,000,000 .. 2,000,000",0.9,1500000
26e3100697cf,,Braid,Strategy,2,0.5,22,6745500,13491000,1,https://steamspy.com/genre/Strategy,14.99,"1,000,000 .. 2,000,000",0.9,1500000
82d7cb86bb3b,,Into the Breach,Strategy,4,0.25,23,3372750,13491000,1,https://steamspy.com/genre/Strategy,14.99,"1,000,000 .. 2,000,000",0.9,1500000
6db943bdcaf4,,Total War: EMPIRE - Definitive Edition,Strategy,1,1,24,4491000,4491000,1,https://steamspy.com/genre/Strategy,4.99,"1,000,000 .. 2,000,000",0.9,1500000
f5e1bbe568c2,,Sid Meier's Civilization V,Strategy,1,1,25,179940,179940,0,https://steamspy.com/genre/Strategy,29.99,"0 .. 20,000",0.9,10000
1d16e1ba9c28,,Balatro,Strategy,2,0.5,26,15739500,31479000,1,https://steamspy.com/genre/Strategy,14.99,"2,000,000 .. 5,000,000",0.9,3500000
dff6ee721b78,,Factorio,Strategy,3,0.3333333333333333,27,52500000,157500000,1,https://steamspy.com/genre/Strategy,35,"5,000,000 .. 10,000,000",0.9,7500000
7b962ada5915,1091500,Cyberpunk 2077,RPG,1,1,39,1259790000,1259790000,1,https://steamspy.com/app/1091500,59.99,"20,000,000 .. 50,000,000",0.84,35000000
c171d77814b4,292030,The Witcher 3: Wild Hunt,RPG,1,1,40,839790000,839790000,1,https://steamspy.com/app/292030,39.99,"20,000,000 .. 50,000,000",0.96,35000000
9c52a3598850,105600,Terraria,Action,4,0.25,20,52447500,209790000,1,https://steamspy.com/app/105600,9.99,"20,000,000 .. 50,000,000",0.97,35000000
9c52a3598850,105600,Terraria,Adventure,4,0.25,26,52447500,209790000,1,https://steamspy.com/app/105600,9.99,"20,000,000 .. 50,000,000",0.97,35000000
9c52a3598850,105600,Terraria,Indie,4,0.25,34,52447500,209790000,1,https://steamspy.com/app/105600,9.99,"20,000,000 .. 50,000,000",0.97,35000000
9c52a3598850,105600,Terraria,RPG,4,0.25,41,52447500,209790000,1,https://steamspy.com/app/105600,9.99,"20,000,000 .. 50,000,000",0.97,35000000
4085787f7807,367520,Hollow Knight,Action,3,0.3333333333333333,21,22485000,67455000,1,https://steamspy.com/app/367520,14.99,"5,000,000 .. 10,000,000",0.97,7500000
4085787f7807,367520,Hollow Knight,Adventure,3,0.3333333333333333,27,22485000,67455000,1,https://steamspy.com/app/367520,14.99,"5,000,000 .. 10,000,000",0.97,7500000
4085787f7807,367520,Hollow Knight,Indie,3,0.3333333333333333,35,22485000,67455000,1,https://steamspy.com/app/367520,14.99,"5,000,000 .. 10,000,000",0.97,7500000
419754bf79a1,588650,Dead Cells,Action,3,0.3333333333333333,22,37484999.99999999,112454999.99999999,1,https://steamspy.com/app/588650,24.99,"5,000,000 .. 10,000,000",0.97,7500000
419754bf79a1,588650,Dead Cells,Adventure,3,0.3333333333333333,28,37484999.99999999,112454999.99999999,1,https://steamspy.com/app/588650,24.99,"5,000,000 .. 10,000,000",0.97,7500000
419754bf79a1,588650,Dead Cells,Indie,3,0.3333333333333333,36,37484999.99999999,112454999.99999999,1,https://steamspy.com/app/588650,24.99,"5,000,000 .. 10,000,000",0.97,7500000
75ba5b8b2826,504230,Celeste,Action,3,0.3333333333333333,23,13992999.999999996,41978999.99999999,1,https://steamspy.com/app/504230,19.99,"2,000,000 .. 5,000,000",0.97,3500000
75ba5b8b2826,504230,Celeste,Adventure,3,0.3333333333333333,29,13992999.999999996,41978999.99999999,1,https://steamspy.com/app/504230,19.99,"2,000,000 .. 5,000,000",0.97,3500000
75ba5b8b2826,504230,Celeste,Indie,3,0.3333333333333333,37,13992999.999999996,41978999.99999999,1,https://steamspy.com/app/504230,19.99,"2,000,000 .. 5,000,000",0.97,3500000
cfb9841b3aa4,294100,RimWorld,Indie,3,0.3333333333333333,38,52485000,157455000,1,https://steamspy.com/app/294100,34.99,"5,000,000 .. 10,000,000",0.97,7500000
cfb9841b3aa4,294100,RimWorld,Simulation,3,0.3333333333333333,29,52485000,157455000,1,https://steamspy.com/app/294100,34.99,"5,000,000 .. 10,000,000",0.97,7500000
cfb9841b3aa4,294100,RimWorld,Strategy,3,0.3333333333333333,28,52485000,157455000,1,https://steamspy.com/app/294100,34.99,"5,000,000 .. 10,000,000",0.97,7500000
679de5f22297,255710,Cities: Skylines,Simulation,2,0.5,30,134955000,269910000,1,https://steamspy.com/app/255710,29.99,"10,000,000 .. 20,000,000",0.92,15000000
679de5f22297,255710,Cities: Skylines,Strategy,2,0.5,29,134955000,269910000,1,https://steamspy.com/app/255710,29.99,"10,000,000 .. 20,000,000",0.92,15000000
447c6801aa58,227300,Euro Truck Simulator 2,Indie,2,0.5,39,89954999.99999999,179909999.99999997,1,https://steamspy.com/app/227300,19.99,"10,000,000 .. 20,000,000",0.97,15000000
447c6801aa58,227300,Euro Truck Simulator 2,Simulation,2,0.5,31,89954999.99999999,179909999.99999997,1,https://steamspy.com/app/227300,19.99,"10,000,000 .. 20,000,000",0.97,15000000
a7b34c28ebce,739630,Phasmophobia,Action,2,0.5,24,89954999.99999999,179909999.99999997,1,https://steamspy.com/app/739630,19.99,"10,000,000 .. 20,000,000",0.95,15000000
a7b34c28ebce,739630,Phasmophobia,Indie,2,0.5,40,89954999.99999999,179909999.99999997,1,https://steamspy.com/app/739630,19.99,"10,000,000 .. 20,000,000",0.95,15000000
543673e9f39f,1623730,Palworld,Action,4,0.25,25,337387500,1349550000,1,https://steamspy.com/app/1623730,29.99,"50,000,000 .. 100,000,000",0.94,75000000
543673e9f39f,1623730,Palworld,Adventure,4,0.25,30,337387500,1349550000,1,https://steamspy.com/app/1623730,29.99,"50,000,000 .. 100,000,000",0.94,75000000
543673e9f39f,1623730,Palworld,Indie,4,0.25,41,337387500,1349550000,1,https://steamspy.com/app/1623730,29.99,"50,000,000 .. 100,000,000",0.94,75000000
543673e9f39f,1623730,Palworld,RPG,4,0.25,42,337387500,1349550000,1,https://steamspy.com/app/1623730,29.99,"50,000,000 .. 100,000,000",0.94,75000000
9c2f2f3ee3ec,553850,HELLDIVERS 2,Action,1,1,26,839790000,839790000,1,https://steamspy.com/app/553850,39.99,"20,000,000 .. 50,000,000",0.76,35000000
51382098b4bd,275850,No Man's Sky,Action,2,0.5,27,134977500,269955000,1,https://steamspy.com/app/275850,59.99,"5,000,000 .. 10,000,000",0.83,7500000
51382098b4bd,275850,No Man's Sky,Adventure,2,0.5,31,134977500,269955000,1,https://steamspy.com/app/275850,59.99,"5,000,000 .. 10,000,000",0.83,7500000
b2b936079bd2,814380,Sekiro: Shadows Die Twice - GOTY Edition,Action,2,0.5,28,269955000,539910000,1,https://steamspy.com/app/814380,59.99,"10,000,000 .. 20,000,000",0.95,15000000
b2b936079bd2,814380,Sekiro: Shadows Die Twice - GOTY Edition,Adventure,2,0.5,32,269955000,539910000,1,https://steamspy.com/app/814380,59.99,"10,000,000 .. 20,000,000",0.95,15000000
3d7a7f2e4363,374320,DARK SOULS III,Action,1,1,29,269955000,269955000,1,https://steamspy.com/app/374320,59.99,"5,000,000 .. 10,000,000",0.94,7500000
57db119677f6,268910,Cuphead,Action,2,0.5,30,44977499.99999999,89954999.99999999,1,https://steamspy.com/app/268910,19.99,"5,000,000 .. 10,000,000",0.96,7500000
57db119677f6,268910,Cuphead,Indie,2,0.5,42,44977499.99999999,89954999.99999999,1,https://steamspy.com/app/268910,19.99,"5,000,000 .. 10,000,000",0.96,7500000
7acae052b213,264710,Subnautica,Adventure,2,0.5,33,67477500,134955000,1,https://steamspy.com/app/264710,29.99,"5,000,000 .. 10,000,000",0.97,7500000
7acae052b213,264710,Subnautica,Indie,2,0.5,43,67477500,134955000,1,https://steamspy.com/app/264710,29.99,"5,000,000 .. 10,000,000",0.97,7500000
a8ec0183b45c,892970,Valheim,Action,4,0.25,31,44977499.99999999,179909999.99999997,1,https://steamspy.com/app/892970,19.99,"10,000,000 .. 20,000,000",0.94,15000000
a8ec0183b45c,892970,Valheim,Adventure,4,0.25,34,44977499.99999999,179909999.99999997,1,https://steamspy.com/app/892970,19.99,"10,000,000 .. 20,000,000",0.94,15000000
a8ec0183b45c,892970,Valheim,Indie,4,0.25,44,44977499.99999999,179909999.99999997,1,https://steamspy.com/app/892970,19.99,"10,000,000 .. 20,000,000",0.94,15000000
a8ec0183b45c,892970,Valheim,RPG,4,0.25,43,44977499.99999999,179909999.99999997,1,https://steamspy.com/app/892970,19.99,"10,000,000 .. 20,000,000",0.94,15000000
2ed08276cee4,548430,Deep Rock Galactic,Action,1,1,32,134955000,134955000,1,https://steamspy.com/app/548430,29.99,"5,000,000 .. 10,000,000",0.97,7500000
0454154dc9da,550,Left 4 Dead 2,Action,1,1,33,449550000,449550000,1,https://steamspy.com/app/550,9.99,"50,000,000 .. 100,000,000",0.97,75000000
